answer,prediction,correct
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
xVurxF,Tuhwwj,tensor(False)
NGUQWWI,NGUQWWI,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
kKpNaxsYu,kKpNaxsYu,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
HKDVEII,BIQCZAY,tensor(False)
ZOMWUC,ZOMWUC,tensor(True)
uqvJVviwA,uqvJVviwA,tensor(True)
jTpey,jTpey,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
ECIuixhc,ECIuixhc,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
ECIuixhc,PChBZkHx,tensor(False)
SYZOyJL,SYZOyJL,tensor(True)
UGOBM,UGOBM,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
ZFUmS,eFfoyv,tensor(False)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
GhpknP,QJTpnf,tensor(False)
EMMRQ,EMMRQ,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
VdHzdBhFv,Tuhwwj,tensor(False)
NFHABWL,NFHABWL,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
uqvJVviwA,uqvJVviwA,tensor(True)
UKZJZLG,JHJEZJU,tensor(False)
tbtXDCCeO,tbtXDCCeO,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
AbAkvb,AbAkvb,tensor(True)
NFHABWL,NFHABWL,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
GhpknP,GhpknP,tensor(True)
GhpknP,SYZOyJL,tensor(False)
IRRGP,IIGRS,tensor(False)
ETSBO,ETSBO,tensor(True)
EMMRQ,EMMRQ,tensor(True)
IJGDOS,IJGDOS,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
GNUAEG,GNUAEG,tensor(True)
BEIQQG,BEIQQG,tensor(True)
PviJafwKh,uqvJVviwA,tensor(False)
ZKTXXGYB,ZKTXXGYB,tensor(True)
CJOEP,CJOEP,tensor(True)
PJcCdxgW,PviJafwKh,tensor(False)
UGOBM,UGOBM,tensor(True)
DVQXZ,DVQXZ,tensor(True)
TPmnioHMQ,PChBZkHx,tensor(False)
JEOVLZJRS,JEOVLZJRS,tensor(True)
wSNkVCi,xVurxF,tensor(False)
daxVt,daxVt,tensor(True)
wSNkVCi,wSNkVCi,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
VdHzdBhFv,uaTBKDT,tensor(False)
TPpczBqq,TPpczBqq,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
UQGPQV,UQGPQV,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
JNJPVAZW,HKDVEII,tensor(False)
IRRGP,IRRGP,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
xVurxF,xVurxF,tensor(True)
XHNMOVNXJ,AJXRHOOMO,tensor(False)
DwFHpaoh,DwFHpaoh,tensor(True)
zrihZP,zrihZP,tensor(True)
LPULEJ,ETSBO,tensor(False)
SNeoKXFD,uaTBKDT,tensor(False)
GhpknP,TPpczBqq,tensor(False)
PJcCdxgW,DQKbAw,tensor(False)
DVQXZ,DVQXZ,tensor(True)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
wSNkVCi,wJbGjQJUw,tensor(False)
ZWNFNXY,ZWNFNXY,tensor(True)
wJbGjQJUw,kKpNaxsYu,tensor(False)
gvPlCiNcC,gvPlCiNcC,tensor(True)
wJbGjQJUw,RkGtkxwy,tensor(False)
yMLLeCV,PChBZkHx,tensor(False)
JEOVLZJRS,JEOVLZJRS,tensor(True)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
JEOVLZJRS,JHJEZJU,tensor(False)
wSNkVCi,kKpNaxsYu,tensor(False)
ETSBO,ETSBO,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
KewPrG,GhpknP,tensor(False)
kKpNaxsYu,kKpNaxsYu,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
jTpey,jTpey,tensor(True)
IIGRS,IIGRS,tensor(True)
PGJKM,PGJKM,tensor(True)
EMMRQ,EMMRQ,tensor(True)
ETSBO,ETSBO,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
ECIuixhc,ECIuixhc,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
jPVHHsOgJ,uaTBKDT,tensor(False)
AFOIOPHDU,AFOIOPHDU,tensor(True)
TPmnioHMQ,TPmnioHMQ,tensor(True)
IJGDOS,IJGDOS,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
EMMRQ,EMMRQ,tensor(True)
lIiXM,SYZOyJL,tensor(False)
IIGRS,IIGRS,tensor(True)
LPULEJ,LPULEJ,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
CJOEP,CJOEP,tensor(True)
DsIQCjqAm,RkGtkxwy,tensor(False)
LEPQFNWX,LEPQFNWX,tensor(True)
uqvJVviwA,uqvJVviwA,tensor(True)
BOSMSC,BOSMSC,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
NFHABWL,NFHABWL,tensor(True)
IRRGP,YJRRDIR,tensor(False)
uqvJVviwA,uqvJVviwA,tensor(True)
gaYed,KewPrG,tensor(False)
xVurxF,gSUwcPItT,tensor(False)
AZHSUT,AZHSUT,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
CJOEP,CJOEP,tensor(True)
wSNkVCi,wSNkVCi,tensor(True)
ePOEHQBEg,DwFHpaoh,tensor(False)
PGJKM,UQGPQV,tensor(False)
geLJzcIl,zUeTolpLV,tensor(False)
uqvJVviwA,uqvJVviwA,tensor(True)
jTpey,jTpey,tensor(True)
USLMUMI,UGOBM,tensor(False)
ZOMWUC,ZOMWUC,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
lIiXM,lIiXM,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
HKDVEII,HKDVEII,tensor(True)
PGJKM,PGJKM,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
gvPlCiNcC,iFgynLNU,tensor(False)
GhpknP,GhpknP,tensor(True)
AwqBLJkIZ,JBRFUSL,tensor(False)
DQKbAw,DQKbAw,tensor(True)
wSNkVCi,kKpNaxsYu,tensor(False)
GSHKKXL,GSHKKXL,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
JBRFUSL,JBRFUSL,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
GhpknP,GhpknP,tensor(True)
xVurxF,LgVyaVOf,tensor(False)
EMMRQ,EMMRQ,tensor(True)
UGOBM,UGOBM,tensor(True)
AZHSUT,AZHSUT,tensor(True)
uaTBKDT,uaTBKDT,tensor(True)
JEOVLZJRS,JEOVLZJRS,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
gaYed,eFfoyv,tensor(False)
AVSQRUTR,AVSQRUTR,tensor(True)
HKDVEII,HKDVEII,tensor(True)
BEIQQG,BEIQQG,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
uaTBKDT,QJTpnf,tensor(False)
AJXRHOOMO,AJXRHOOMO,tensor(True)
WJMOIQSDG,WJMOIQSDG,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
PChBZkHx,PChBZkHx,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
eFfoyv,Tuhwwj,tensor(False)
ZWNFNXY,ZWNFNXY,tensor(True)
wSNkVCi,wSNkVCi,tensor(True)
DwFHpaoh,DwFHpaoh,tensor(True)
iFgynLNU,JBRFUSL,tensor(False)
AFOIOPHDU,WJMOIQSDG,tensor(False)
GZNKFXUJO,GZNKFXUJO,tensor(True)
QNOSs,jbdjbASR,tensor(False)
ZKTXXGYB,ZKTXXGYB,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
KewPrG,LgVyaVOf,tensor(False)
JNJPVAZW,JNJPVAZW,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
QJTpnf,jTpey,tensor(False)
ePOEHQBEg,PChBZkHx,tensor(False)
jTpey,jTpey,tensor(True)
EMMRQ,EMMRQ,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
QNOSs,UQOyGTb,tensor(False)
JHJEZJU,JHJEZJU,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
tNSzLnwo,tNSzLnwo,tensor(True)
HKDVEII,HKDVEII,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
PGJKM,PGJKM,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
USLMUMI,USLMUMI,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
HKDVEII,HKDVEII,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
DQKbAw,PviJafwKh,tensor(False)
kKpNaxsYu,kKpNaxsYu,tensor(True)
Tuhwwj,lIiXM,tensor(False)
yMLLeCV,iFgynLNU,tensor(False)
jbdjbASR,jbdjbASR,tensor(True)
DsIQCjqAm,wSNkVCi,tensor(False)
AJXRHOOMO,AJXRHOOMO,tensor(True)
tbtXDCCeO,tbtXDCCeO,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
FCOKIXAE,FCOKIXAE,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
ETSBO,ETSBO,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
iFgynLNU,iFgynLNU,tensor(True)
JEOVLZJRS,JEOVLZJRS,tensor(True)
AwqBLJkIZ,tNSzLnwo,tensor(False)
GNUAEG,GNUAEG,tensor(True)
ETSBO,ETSBO,tensor(True)
ETSBO,ETSBO,tensor(True)
wJbGjQJUw,wJbGjQJUw,tensor(True)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
kKpNaxsYu,kKpNaxsYu,tensor(True)
SWYIVJ,SWYIVJ,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
BEIQQG,BEIQQG,tensor(True)
IJGDOS,IJGDOS,tensor(True)
LPULEJ,LPULEJ,tensor(True)
LPULEJ,LPULEJ,tensor(True)
IIGRS,IIGRS,tensor(True)
geLJzcIl,zUeTolpLV,tensor(False)
gvPlCiNcC,gvPlCiNcC,tensor(True)
ZFUmS,ZFUmS,tensor(True)
QNOSs,UQOyGTb,tensor(False)
NGUQWWI,NGUQWWI,tensor(True)
ZOMWUC,ZOMWUC,tensor(True)
ECIuixhc,ECIuixhc,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
PChBZkHx,TPmnioHMQ,tensor(False)
IIGRS,IIGRS,tensor(True)
BEIQQG,BEIQQG,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
KewPrG,KewPrG,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
EMMRQ,EMMRQ,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
UQGPQV,UQGPQV,tensor(True)
uaTBKDT,iFgynLNU,tensor(False)
geLJzcIl,geLJzcIl,tensor(True)
QNOSs,QNOSs,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
SNeoKXFD,DwFHpaoh,tensor(False)
kKpNaxsYu,kKpNaxsYu,tensor(True)
EMMRQ,EMMRQ,tensor(True)
GNUAEG,GNUAEG,tensor(True)
DwFHpaoh,DwFHpaoh,tensor(True)
UQGPQV,UQGPQV,tensor(True)
BOSMSC,BOSMSC,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
tNSzLnwo,gvPlCiNcC,tensor(False)
IRRGP,IRRGP,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
LgVyaVOf,gSUwcPItT,tensor(False)
DUIVVSGVL,GNUAEG,tensor(False)
UGOBM,UGOBM,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
PGJKM,PGJKM,tensor(True)
DsIQCjqAm,wSNkVCi,tensor(False)
ECIuixhc,ECIuixhc,tensor(True)
AbAkvb,jbdjbASR,tensor(False)
DVQXZ,DVQXZ,tensor(True)
DQKbAw,RkGtkxwy,tensor(False)
IRRGP,IIGRS,tensor(False)
zrihZP,QJTpnf,tensor(False)
jTpey,jTpey,tensor(True)
USLMUMI,USLMUMI,tensor(True)
iFgynLNU,iFgynLNU,tensor(True)
TPmnioHMQ,TPmnioHMQ,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
lIiXM,iFgynLNU,tensor(False)
NFHABWL,YJRRDIR,tensor(False)
UQGPQV,UQGPQV,tensor(True)
LPULEJ,LPULEJ,tensor(True)
UQGPQV,UQGPQV,tensor(True)
SYZOyJL,JBRFUSL,tensor(False)
KewPrG,gSUwcPItT,tensor(False)
DUIVVSGVL,DUIVVSGVL,tensor(True)
PviJafwKh,gvPlCiNcC,tensor(False)
KewPrG,LgVyaVOf,tensor(False)
DVQXZ,DVQXZ,tensor(True)
jbdjbASR,jbdjbASR,tensor(True)
jTpey,jTpey,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
VdHzdBhFv,VdHzdBhFv,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
BEIQQG,BEIQQG,tensor(True)
EMMRQ,EMMRQ,tensor(True)
IJGDOS,IJGDOS,tensor(True)
jbdjbASR,jbdjbASR,tensor(True)
wJbGjQJUw,wJbGjQJUw,tensor(True)
AbAkvb,AbAkvb,tensor(True)
tbtXDCCeO,tbtXDCCeO,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
DVQXZ,DVQXZ,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
LPULEJ,LPULEJ,tensor(True)
wJbGjQJUw,wSNkVCi,tensor(False)
IJGDOS,IJGDOS,tensor(True)
JBRFUSL,SYZOyJL,tensor(False)
ZOMWUC,ZOMWUC,tensor(True)
ePOEHQBEg,TbtqXZzJ,tensor(False)
RkGtkxwy,RkGtkxwy,tensor(True)
wSNkVCi,DsIQCjqAm,tensor(False)
ZKTXXGYB,ZKTXXGYB,tensor(True)
PviJafwKh,PviJafwKh,tensor(True)
jPVHHsOgJ,ZFUmS,tensor(False)
Tuhwwj,Tuhwwj,tensor(True)
iipumBxGM,tbtXDCCeO,tensor(False)
VBXDXMCR,VBXDXMCR,tensor(True)
QJTpnf,QJTpnf,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
DQKbAw,DQKbAw,tensor(True)
LgVyaVOf,PviJafwKh,tensor(False)
RkGtkxwy,RkGtkxwy,tensor(True)
yMLLeCV,iipumBxGM,tensor(False)
IJGDOS,GNUAEG,tensor(False)
tbtXDCCeO,tbtXDCCeO,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
uqvJVviwA,kKpNaxsYu,tensor(False)
FCOKIXAE,FCOKIXAE,tensor(True)
AbAkvb,UQOyGTb,tensor(False)
lIiXM,lIiXM,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
ZFUmS,zrihZP,tensor(False)
POHIVNQ,POHIVNQ,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
EMMRQ,EMMRQ,tensor(True)
ZFUmS,ZFUmS,tensor(True)
DsIQCjqAm,DwFHpaoh,tensor(False)
AFOIOPHDU,AFOIOPHDU,tensor(True)
jPVHHsOgJ,PJcCdxgW,tensor(False)
JBRFUSL,uaTBKDT,tensor(False)
DUIVVSGVL,DUIVVSGVL,tensor(True)
USLMUMI,USLMUMI,tensor(True)
AZHSUT,AZHSUT,tensor(True)
SYZOyJL,SYZOyJL,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
gSUwcPItT,gSUwcPItT,tensor(True)
NFHABWL,NFHABWL,tensor(True)
gvPlCiNcC,SYZOyJL,tensor(False)
IAGSEVBJA,IAGSEVBJA,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
JBRFUSL,uaTBKDT,tensor(False)
xVurxF,jTpey,tensor(False)
JEOVLZJRS,JEOVLZJRS,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
zrihZP,ZFUmS,tensor(False)
yMLLeCV,TPpczBqq,tensor(False)
KZFSVVJYV,KZFSVVJYV,tensor(True)
DVQXZ,DVQXZ,tensor(True)
UGOBM,UGOBM,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
BOSMSC,BOSMSC,tensor(True)
GNUAEG,GNUAEG,tensor(True)
QJTpnf,QJTpnf,tensor(True)
JHJEZJU,JEOVLZJRS,tensor(False)
IJGDOS,IJGDOS,tensor(True)
ZOMWUC,ZOMWUC,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
TPpczBqq,TPpczBqq,tensor(True)
uaTBKDT,AwqBLJkIZ,tensor(False)
TbtqXZzJ,uaTBKDT,tensor(False)
WFEXRQQGU,WFEXRQQGU,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
PviJafwKh,iFgynLNU,tensor(False)
IJGDOS,IJGDOS,tensor(True)
gvPlCiNcC,gvPlCiNcC,tensor(True)
jbdjbASR,jbdjbASR,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
DsIQCjqAm,daxVt,tensor(False)
BDBHAHJ,BDBHAHJ,tensor(True)
DQKbAw,RkGtkxwy,tensor(False)
VdHzdBhFv,VdHzdBhFv,tensor(True)
GhpknP,GhpknP,tensor(True)
IIGRS,IIGRS,tensor(True)
DsIQCjqAm,DsIQCjqAm,tensor(True)
lIiXM,jTpey,tensor(False)
ETSBO,ETSBO,tensor(True)
kKpNaxsYu,wJbGjQJUw,tensor(False)
BDBHAHJ,BDBHAHJ,tensor(True)
AbAkvb,daxVt,tensor(False)
BOSMSC,BOSMSC,tensor(True)
IRRGP,IIGRS,tensor(False)
PviJafwKh,DwFHpaoh,tensor(False)
PGJKM,PGJKM,tensor(True)
UGOBM,UGOBM,tensor(True)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
SNeoKXFD,SNeoKXFD,tensor(True)
BIQCZAY,GNUAEG,tensor(False)
QJTpnf,QJTpnf,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
ZFUmS,ZFUmS,tensor(True)
QJTpnf,Tuhwwj,tensor(False)
BIQCZAY,BIQCZAY,tensor(True)
gSUwcPItT,Tuhwwj,tensor(False)
Tuhwwj,DwFHpaoh,tensor(False)
ZOMWUC,ZOMWUC,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
tNSzLnwo,VdHzdBhFv,tensor(False)
SNeoKXFD,ePOEHQBEg,tensor(False)
SYZOyJL,DwFHpaoh,tensor(False)
GSHKKXL,GSHKKXL,tensor(True)
VdHzdBhFv,TPpczBqq,tensor(False)
TPmnioHMQ,TPmnioHMQ,tensor(True)
PGJKM,PGJKM,tensor(True)
xVurxF,GhpknP,tensor(False)
UNDBBGL,UNDBBGL,tensor(True)
PGJKM,PGJKM,tensor(True)
PviJafwKh,PviJafwKh,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
Tuhwwj,DwFHpaoh,tensor(False)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
gSUwcPItT,gSUwcPItT,tensor(True)
JBRFUSL,tNSzLnwo,tensor(False)
LgVyaVOf,daxVt,tensor(False)
Tuhwwj,Tuhwwj,tensor(True)
tNSzLnwo,tNSzLnwo,tensor(True)
GNUAEG,GNUAEG,tensor(True)
SWYIVJ,SWYIVJ,tensor(True)
HKDVEII,HKDVEII,tensor(True)
Cpkry,lIiXM,tensor(False)
jTpey,QJTpnf,tensor(False)
AZHSUT,AZHSUT,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
IJGDOS,IJGDOS,tensor(True)
QNOSs,QNOSs,tensor(True)
PGJKM,PGJKM,tensor(True)
JEOVLZJRS,JEOVLZJRS,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
IJGDOS,IJGDOS,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
Tuhwwj,zUeTolpLV,tensor(False)
tNSzLnwo,tbtXDCCeO,tensor(False)
GNUAEG,GNUAEG,tensor(True)
daxVt,daxVt,tensor(True)
zrihZP,zrihZP,tensor(True)
wSNkVCi,wSNkVCi,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
Cpkry,gaYed,tensor(False)
UQOyGTb,uqvJVviwA,tensor(False)
UNDBBGL,UNDBBGL,tensor(True)
ZOMWUC,ZOMWUC,tensor(True)
UGOBM,UGOBM,tensor(True)
gSUwcPItT,gSUwcPItT,tensor(True)
RkGtkxwy,SNeoKXFD,tensor(False)
KZFSVVJYV,KZFSVVJYV,tensor(True)
wSNkVCi,kKpNaxsYu,tensor(False)
QNOSs,QNOSs,tensor(True)
zUeTolpLV,PJcCdxgW,tensor(False)
SYZOyJL,gSUwcPItT,tensor(False)
FHGQMQF,FHGQMQF,tensor(True)
LPULEJ,LPULEJ,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
DQKbAw,uqvJVviwA,tensor(False)
ETSBO,BEIQQG,tensor(False)
DQKbAw,TPpczBqq,tensor(False)
YJRRDIR,YJRRDIR,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
zrihZP,zrihZP,tensor(True)
AZHSUT,AZHSUT,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
TPpczBqq,uaTBKDT,tensor(False)
DsIQCjqAm,DsIQCjqAm,tensor(True)
GNUAEG,GNUAEG,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
ECIuixhc,DwFHpaoh,tensor(False)
ZFUmS,ZFUmS,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
VBXDXMCR,NGUQWWI,tensor(False)
ePOEHQBEg,ePOEHQBEg,tensor(True)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
tbtXDCCeO,tNSzLnwo,tensor(False)
wJbGjQJUw,wSNkVCi,tensor(False)
iipumBxGM,yMLLeCV,tensor(False)
BIQCZAY,BIQCZAY,tensor(True)
ETSBO,ETSBO,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
DQKbAw,RkGtkxwy,tensor(False)
daxVt,daxVt,tensor(True)
DQKbAw,RkGtkxwy,tensor(False)
UQOyGTb,UQOyGTb,tensor(True)
RkGtkxwy,RkGtkxwy,tensor(True)
ZFUmS,iFgynLNU,tensor(False)
tNSzLnwo,VdHzdBhFv,tensor(False)
NFHABWL,NFHABWL,tensor(True)
DwFHpaoh,DwFHpaoh,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
wSNkVCi,wJbGjQJUw,tensor(False)
wSNkVCi,AbAkvb,tensor(False)
AbAkvb,QNOSs,tensor(False)
LEPQFNWX,LEPQFNWX,tensor(True)
WJMOIQSDG,WJMOIQSDG,tensor(True)
gaYed,QJTpnf,tensor(False)
ECIuixhc,DwFHpaoh,tensor(False)
USLMUMI,USLMUMI,tensor(True)
QNOSs,UQOyGTb,tensor(False)
SYZOyJL,SYZOyJL,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
DQKbAw,LgVyaVOf,tensor(False)
FCOKIXAE,FCOKIXAE,tensor(True)
IRRGP,IRRGP,tensor(True)
daxVt,daxVt,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
LPULEJ,LPULEJ,tensor(True)
DQKbAw,DQKbAw,tensor(True)
QNOSs,DsIQCjqAm,tensor(False)
Tuhwwj,Tuhwwj,tensor(True)
AZHSUT,AZHSUT,tensor(True)
AbAkvb,uqvJVviwA,tensor(False)
DVQXZ,DVQXZ,tensor(True)
GNUAEG,GNUAEG,tensor(True)
AbAkvb,QNOSs,tensor(False)
YJRRDIR,YJRRDIR,tensor(True)
jTpey,jTpey,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
ETSBO,ETSBO,tensor(True)
eFfoyv,eFfoyv,tensor(True)
lIiXM,iFgynLNU,tensor(False)
uqvJVviwA,jPVHHsOgJ,tensor(False)
AZHSUT,AZHSUT,tensor(True)
SNeoKXFD,SNeoKXFD,tensor(True)
FCOKIXAE,FCOKIXAE,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
eFfoyv,eFfoyv,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
BEIQQG,BEIQQG,tensor(True)
daxVt,daxVt,tensor(True)
ECIuixhc,zUeTolpLV,tensor(False)
TPmnioHMQ,PChBZkHx,tensor(False)
wSNkVCi,wSNkVCi,tensor(True)
RkGtkxwy,iipumBxGM,tensor(False)
daxVt,daxVt,tensor(True)
LgVyaVOf,LgVyaVOf,tensor(True)
SNeoKXFD,ePOEHQBEg,tensor(False)
TPpczBqq,uaTBKDT,tensor(False)
gSUwcPItT,iipumBxGM,tensor(False)
WJMOIQSDG,WJMOIQSDG,tensor(True)
SYZOyJL,SYZOyJL,tensor(True)
gSUwcPItT,DwFHpaoh,tensor(False)
gvPlCiNcC,gvPlCiNcC,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
eFfoyv,eFfoyv,tensor(True)
jbdjbASR,UQOyGTb,tensor(False)
eFfoyv,eFfoyv,tensor(True)
